deal_id,target_name,acquirer_name,target_ticker,target_isin,announce_date,complete_date,withdrawn_date,expected_complete_date,assumed_complete_date,deal_status,deal_type,payment_method,deal_value_eur_th,offer_price_eur,initial_stake_pct,final_stake_pct,target_sic,target_exchange,acquirer_country,deal_completed,target_sic_primary,target_sic_2digit
1941013502,TWENTY-FIRST CENTURY FOX INC.,"WALT DISNEY COMPANY, THE",TFCFA,US90130A3095,2017-12-14,NA,2018-06-20,NA,NA,Withdrawn,Acquisition 100% Withdrawn Bid 1,Liabilities,66504042.13,25.4886716372659,0,100,2711 / 2721 / 2731 / 4833 / 4841 / 7812 / 7822,NASDAQ National Market,US,0,2711,27
1941641140,ACTIVISION BLIZZARD INC.,MICROSOFT CORPORATION,ATVI,US00507V1098,2022-01-18,2023-10-13,NA,NA,NA,Completed,Acquisition 100%,Cash assumed,65229642.99,90.2011074805,0,100,7372 / 8999,NASDAQ National Market,US,1,7372,73
1601483781,TIME WARNER CABLE INC.,COMCAST CORPORATION,TWC,US88732J2078,2014-02-13,NA,2015-04-24,NA,NA,Withdrawn,Acquisition 100%,Shares,63743268.83,146.82982898323,0,100,4813 / 4822 / 4841,New York Stock Exchange (NYSE),US,0,4813,48
1941693033,VMWARE INC.,BROADCOM INC.,VMW,US9285634021,2022-05-26,2023-11-22,NA,NA,NA,Completed,Acquisition 100%,Cash,63235096.74,130.5942215295,0,100,7371 / 7372 / 7374 / 7379,New York Stock Exchange (NYSE),US,1,7371,73
1909133370,KINDER MORGAN ENERGY PARTNERS LP,KINDER MORGAN INC.,KMP,US4945501066,2014-08-10,2014-11-26,NA,NA,NA,Completed,Acquisition,Shares,61095715.18,NA,0,100,4226 / 4612 / 4619 / 4922 / 4923 / 5171,New York Stock Exchange (NYSE),US,1,4226,42
NA,NA,NA,KMR,US49455U1007,NA,NA,NA,NA,NA,NA,NA,Cash,NA,NA,0,100,8748,New York Stock Exchange (NYSE),NA,0,8748,87
NA,NA,NA,EPB,US2837021086,NA,NA,NA,NA,NA,NA,NA,Liabilities,NA,NA,0,100,4922 / 4923,New York Stock Exchange (NYSE),NA,0,4922,49
1909098539,DIRECTV LLC,AT&T INC.,DTV,US25490A3095,2014-05-18,2015-07-24,NA,NA,NA,Completed,Acquisition 100%,Cash,61086678.71,86.4863558445,0,100,4841,NASDAQ National Market,US,1,4841,48
2007132792,PIONEER NATURAL RESOURCES COMPANY,EXXON MOBIL CORPORATION,PXD,US7237871071,2023-10-11,2024-05-03,NA,NA,NA,Completed,Acquisition 100%,Shares,60114750.33,235.7989431743,0,100,1311,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,1311,13
1909147600,EMC CORPORATION,DELL TECHNOLOGIES INC.,EMC,US2686481027,2015-10-12,2016-09-07,NA,NA,NA,Completed,Acquisition 100%,Shares,59587605.98,29.482524453525,0,100,3572 / 7371 / 7372 / 7373 / 8243,New York Stock Exchange (NYSE) / London Stock Exchange / NASDAQ OMX PHLX,US,1,3572,35
1941049413,EXPRESS SCRIPTS HOLDING COMPANY,HALFMOON PARENT INC.,ESRX,US30219G1085,2018-03-08,2018-12-20,NA,NA,NA,Completed,Acquisition 100%,Shares,58876467.54,84.386674299807,0,100,5912 / 6411 / 8011,NASDAQ National Market,US,1,5912,59
1941095411,TWENTY-FIRST CENTURY FOX INC.,COMCAST CORPORATION,TFCFA,US90130A3095,NA,NA,2018-07-19,NA,NA,Withdrawn,Acquisition 100%,Cash,55686063.03,30.059085182,0,100,2711 / 2721 / 2731 / 4833 / 4841 / 7812 / 7822,NASDAQ National Market,US,0,2711,27
224850,"WALT DISNEY COMPANY, THE",COMCAST CORPORATION,DIS,NA,2004-02-11,NA,2004-04-28,NA,NA,Withdrawn,Acquisition 100%,Shares,55321708,22.173919,0,100,4832 / 4833 / 7812 / 7996,New York Stock Exchange (NYSE),US,0,4832,48
1909545396,SPRINT CORPORATION,DEUTSCHE TELEKOM AG,S,US85207U1051,2018-04-29,2020-04-01,NA,NA,NA,Completed,Acquisition 100%,Shares,53510624.07,6.00135253341,0,100,4813 / 4822 / 4899,New York Stock Exchange (NYSE),DE,1,4813,48
1909440821,MONSANTO COMPANY,BAYER AG,MON,US61166W1018,2016-09-14,2018-06-07,NA,NA,NA,Completed,Acquisition 100%,Liabilities,53473173.71,108.6439084928,0,100,2879,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,DE,1,2879,28
1909318540,EI DU PONT DE NEMOURS & COMPANY,"DOW CHEMICAL COMPANY, THE",DD,US2635341090,2015-12-11,2017-09-01,NA,NA,NA,Completed,Acquisition 100%,Shares,51786202.9,59.0892161990325,0,100,2823 / 2824 / 2869 / 2879 / 2899 / 3089,NASDAQ OMX PHLX / London Stock Exchange,US,1,2823,28
2007781831,HESS CORPORATION,CHEVRON CORPORATION,HES,US42809H1077,2023-10-22,2025-07-18,NA,NA,NA,Completed,Acquisition increased from 5% to 100%,Liabilities,51645873.23,147.1907387169,5,100,1311 / 2911 / 5411 / 5541,New York Stock Exchange (NYSE) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,1,1311,13
90985,HONEYWELL INTERNATIONAL INC.,GENERAL ELECTRIC COMPANY,HON,US4385161066,2000-10-22,NA,2001-10-03,NA,NA,Withdrawn,Acquisition 100% - Withdrawn,Shares,51208862.8,64.213524,0,100,3629 / 3699 / 3714 / 3724 / 3728 / 8711,NASDAQ National Market / Wiener Boerse / Bern Stock Exchange / Santiago Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / XETRA Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,0,3629,36
425519,BELLSOUTH CORPORATION,AT&T INC.,BLS,US0798601029,2006-03-06,2006-12-29,NA,NA,NA,Completed,Acquisition 100%,Shares,51000400,28.2306244,0,100,4813 / 4822 / 4899 / 7371 / 7812,New York Stock Exchange (NYSE),US,1,4813,48
1909249470,CIGNA CORPORATION,ANTHEM INC.,CI,US1255091092,2015-07-24,NA,2017-05-12,NA,NA,Withdrawn,Acquisition 100%,Liabilities,49888600.68,173.045330756,0,100,6321 / 6324,NA,US,0,6321,63
1939044296,RAYTHEON COMPANY,UNITED TECHNOLOGIES CORPORATION,RTN,US7551115071,2019-06-09,2020-04-03,NA,NA,NA,Completed,Acquisition 100%,Shares,49783700.68,NA,0,100,3575 / 3663 / 3669 / 3812 / 7371 / 7372 / 7382 / 8711,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,3575,35
1941224476,ANADARKO PETROLEUM CORPORATION,OCCIDENTAL PETROLEUM CORPORATION,APC,US0325111070,2019-05-09,2019-08-08,NA,NA,NA,Completed,Acquisition 100%,Cash,49084614.25,67.8260124168,0,100,1311,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,1311,13
1601020845,WACHOVIA CORPORATION,WELLS FARGO & COMPANY INC.,WB,US9299031024,2008-10-03,2008-12-31,NA,NA,NA,Completed,Acquisition 100%,Shares,48012138.23,4.9343,0,100,6021 / 6029 / 6211 / 6282 / 6712 / 6799,New York Stock Exchange (NYSE),US,1,6021,60
313099,"GILLETTE COMPANY, THE","PROCTER & GAMBLE COMPANY, THE",G,US3757661026,2005-01-28,2005-10-01,NA,NA,NA,Completed,Acquisition 100%,Shares,47424000,44.87808,0,100,3629 / 3691 / 3699,NA,US,1,3629,36
218148,BANK ONE CORPORATION,JP MORGAN,ONE,US06423A1034,2004-01-14,2004-07-01,NA,NA,NA,Completed,Acquisition 100%,Shares,47078166.08,42.112135,0,100,6021 / 6029 / 6712,NA,US,1,6021,60
1601045227,WYETH LLC,PFIZER INC.,WYE,US9830241009,2009-01-26,2009-10-15,NA,NA,NA,Completed,Acquisition 100%,Shares,45536102.14,33.6083219744492,0,100,2834 / 5122 / 8731,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,2834,28
1941220399,ANADARKO PETROLEUM CORPORATION,CHEVRON CORPORATION,APC,US0325111070,2019-04-12,NA,2019-05-09,NA,NA,Withdrawn,Acquisition 100%,Cash,44651601.54,58.0470819955,0,100,1311,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,0,1311,13
95034,SDL INC.,JDS UNIPHASE CORPORATION,SDLI,US7840761016,2000-07-10,2001-02-13,NA,NA,NA,Completed,Acquisition 100%,Shares,44521900,479.435709,0,100,3357 / 4841,NA,US,1,3357,33
1941678168,TWITTER INC.,X HOLDINGS I INC.,TWTR,US90184L1026,2022-04-25,2022-10-28,NA,NA,NA,Completed,Acquisition increased from 9.132% to 100%,Cash,44128706.23,54.35854267472,9.132,100,7372 / 7374,New York Stock Exchange (NYSE),US,1,7372,73
94114,TEXACO INC.,CHEVRON CORPORATION,TX,US8816941038,2000-10-16,2001-10-09,NA,NA,NA,Completed,Acquisition 100%,Liabilities,42683594.19,70.99704499771,0,100,1311 / 1382 / 1389 / 2911 / 5541,NA,US,1,1311,13
1909499490,REYNOLDS AMERICAN INC.,BRITISH AMERICAN TOBACCO PLC,RAI,US7617131062,2017-01-17,2017-07-25,NA,NA,NA,Completed,Acquisition increased from 42.2% to 100%,Cash,42447544.47,51.246387695832,42.2,100,2111 / 2121 / 2141,New York Stock Exchange (NYSE),GB,1,2111,21
67232,AMOCO CORP.,BRITISH PETROLEUM CO. PLC,AN,NA,1998-08-11,1998-12-31,NA,NA,NA,Completed,Acquisition 100%,Shares,41472755.29,NA,0,100,1311 / 1381 / 1382 / 1389,NA,GB,1,1311,13
2007906412,X CORPORATION,X.AI LLC,TWTR,US90184L1026,2025-03-29,2025-03-29,NA,NA,NA,Completed,Acquisition 100%,Liabilities,41362275.43,NA,0,100,7372 / 7374,New York Stock Exchange (NYSE),US,1,7372,73
1941679729,TWITTER INC.,THOMA BRAVO LP,TWTR,US90184L1026,NA,NA,2022-10-28,NA,NA,Withdrawn,Institutional buy-out 100%,NA,41213922.94,NA,0,100,7372 / 7374,New York Stock Exchange (NYSE),US,0,7372,73
491851,ANHEUSER-BUSCH COMPANIES INC.,INBEV SA,BUD,US0352291035,2008-07-14,2008-11-18,NA,NA,NA,Completed,Acquisition 100%,Cash,41173600,55.426,0,100,2082 / 3499 / 7996,New York Stock Exchange (NYSE),BE,1,2082,20
1601014947,FEDERAL NATIONAL MORTGAGE ASSOCIATION,UNITED STATES GOVERNMENT,FNMA,US3135861090,2009-05-06,2009-09-30,NA,NA,NA,Completed,Acquisition unknown stake %,Cash,40975200,NA,NA,NA,6111 / 6159,OTC Bulletin Board / Boerse Berlin / Boerse Duesseldorf / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / NASDAQ OMX PHLX / OTC Pink Market,US,1,6111,61
1941704614,SEAGEN INC.,PFIZER INC.,SGEN,US81181C1045,2023-03-13,2023-12-14,NA,NA,NA,Completed,Acquisition 100%,Cash,39530584.25,210.5233440541,0,100,2834 / 8731,NASDAQ National Market,US,1,2834,28
1941206481,WORLDPAY INC.,FIDELITY NATIONAL INFORMATION SERVICES INC.,WP,US9815581098,2019-03-18,2019-07-31,NA,NA,NA,Completed,Acquisition 100%,Shares,38561583,100.544395377,0,100,6019 / 6099 / 7371 / 7372 / 7374,New York Stock Exchange (NYSE),US,1,6019,60
39074,CHRYSLER CORPORATION,DAIMLER-BENZ AG,NA,NA,1998-05-07,1998-11-13,NA,NA,NA,Completed,Acquisition 100%,Shares,38363858.62,NA,0,100,3711 / 5013 / 5511,NA,DE,1,3711,37
127379,FLEETBOSTON FINANCIAL CORPORATION,BANK OF AMERICA CORPORATION,FBF,US3390301089,2003-10-27,2004-04-01,NA,NA,NA,Completed,Acquisition 100%,Shares,38211000,36.585,0,100,6021 / 6029 / 6211 / 6282,NA,US,1,6021,60
1909136953,KRAFT FOODS GROUP INC.,"KRAFT HEINZ COMPANY, THE",KRFT,US50076Q1067,2015-03-25,2015-07-02,NA,NA,NA,Completed,Acquisition 100%,Cash,36216774.56,60.663097388,0,100,2013 / 2022 / 2035 / 2096 / 2099,NASDAQ National Market / London Stock Exchange,US,1,2013,20
188397,JP MORGAN,CHASE MANHATTAN CORPORATION,JPM,US46625H1005,2000-09-13,2000-12-31,NA,NA,NA,Completed,Acquisition 100%,Shares,35464770,222.46083,0,100,6021 / 6029 / 6211 / 6282 / 6799,New York Stock Exchange (NYSE) / Wiener Boerse / Bulgarian Stock Exchange / Bern Stock Exchange / Santiago Stock Exchange / Bolsa de Valores de Colombia / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / XETRA Stock Exchange / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Kazakhstan Stock Exchange / Bolsa Mexicana de Valores / Bolsa de Valores de Lima / Warsaw Stock Exchange / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,1,6021,60
587791,MERRILL LYNCH,BANK OF AMERICA CORPORATION,MER,US5901881087,2008-09-15,2009-01-01,NA,NA,NA,Completed,Acquisition 100%,Shares,35245000,20.4421,0,100,6211 / 6282 / 6799,New York Stock Exchange (NYSE),US,1,6211,62
1941177239,FIRST DATA CORPORATION,FISERV INC.,FDC,US32008D1063,2019-01-16,2019-07-29,NA,NA,NA,Completed,Acquisition 100%,Liabilities,35033883.23,20.4247539229734,0,100,1796 / 6019 / 6099 / 7371 / 7372,New York Stock Exchange (NYSE),US,1,1796,17
1909251750,HUMANA INC.,AETNA INC.,HUM,US4448591028,2015-07-03,NA,2017-02-14,NA,NA,Withdrawn,Acquisition 100%,Shares,34916606.53,217.157700296855,0,100,5912 / 6321 / 6324 / 8011,New York Stock Exchange (NYSE) / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / NASDAQ OMX PHLX,US,0,5912,59
64317,VOICESTREAM WIRELESS CORPORATION,DEUTSCHE TELEKOM AG,VSTR,US9286151033,2000-07-24,2001-06-01,NA,NA,NA,Completed,Acquisition 100%,Shares,34910240,NA,0,100,4899,NA,DE,1,4899,48
635183,GENENTECH INC.,ROCHE HOLDING AG,DNA,US3687104063,2009-03-12,2009-03-26,NA,NA,NA,Completed,Acquisition increased from 55.8% to 100%,Cash,34461850.29,69.9546106375,55.8,100,2834 / 8731,New York Stock Exchange (NYSE),CH,1,2834,28
1909220589,BROADCOM CORPORATION,BROADCOM LTD,BRCM,US1113201073,2015-05-28,2016-02-01,NA,NA,NA,Completed,Acquisition 100%,Cash,34163982.13,57.1960461921696,0,100,3661 / 3663 / 3669 / 3674,NASDAQ National Market,SG,1,3661,36
1909270854,PRECISION CASTPARTS CORPORATION,BERKSHIRE HATHAWAY INC.,PCP,US7401891053,2015-08-10,2016-01-29,NA,NA,NA,Completed,Acquisition 100%,Cash,34117176.08,215.5251714855,0,100,3541 / 3542,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,3541,35
1909248975,CMPANIES INC.,ENERGY TRANSFER CORPORATION LP,WMB,US9694571004,2015-09-28,NA,2016-06-29,NA,NA,Withdrawn,Acquisition 100%,Cash,34041641.66,39.27881730255,0,100,1311 / 1321 / 2911 / 4612 / 4922 / 4923,New York Stock Exchange (NYSE) / Wiener Boerse / Bern Stock Exchange / Boerse Berlin / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / XETRA Stock Exchange / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,0,1311,13
473308,KRAFT FOODS INC.,SHAREHOLDERS,MDLZ,US6092071058,2007-01-31,2007-03-30,NA,NA,NA,Completed,Acquisition 88.9%,NA,33727578.2,NA,0,88.9,2013 / 2022 / 2035 / 2037 / 2052 / 2066 / 2095 / 2096 / 2099 / 5141,NASDAQ National Market / Wiener Boerse / Bulgarian Stock Exchange / Bern Stock Exchange / Santiago Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / XETRA Stock Exchange / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / Bolsa de Valores de Lima,NA,1,2013,20
1909167612,BAKER HUGHES INC.,HALLIBURTON COMPANY,BKR,US05722G1004,2014-11-17,NA,2016-04-30,NA,NA,Withdrawn,Acquisition 100%,Cash,33324563.6,68.946768164,0,100,1381 / 1382 / 1389 / 2899 / 3533 / 8299,NASDAQ National Market / Wiener Boerse / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / Bolsa Mexicana de Valores / Bolsa de Valores de Lima / Moscow Exchange MICEX - RTS,US,0,1381,13
1601143772,XTO ENERGY INC.,EXXON MOBIL CORPORATION,XTO,US98385X1063,2009-12-14,2010-06-25,NA,NA,NA,Completed,Acquisition 100%,Shares,33256084.75,41.9310561260185,0,100,1311 / 1382 / 1389,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,1311,13
1941381702,ALEXION PHARMACEUTICALS INC.,ASTRAZENECA RARE DISEASE HOLDINGS INC.,ALXN,US0153511094,2020-12-12,2021-07-21,NA,NA,NA,Completed,Acquisition 100%,Cash,33098711.6,148.51391896311,0,100,8731,NASDAQ National Market,US,1,8731,87
2007493791,HUBSPOT INC.,ALPHABET INC.,HUBS,US4435731009,NA,NA,2024-07-10,NA,NA,Withdrawn,Acquisition 100%,Liabilities,32362922.84,NA,0,100,7372 / 7374,New York Stock Exchange (NYSE) / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / XETRA Stock Exchange / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores,US,0,7372,73
2007366666,EQUITRANS MIDSTREAM CORPORATION,EQT CORPORATION,ETRN-RM,US2946001011,2024-03-11,2024-07-22,NA,NA,NA,Completed,Acquisition 100%,Shares,32110531.16,11.46804684125,0,100,1311 / 1382 / 1389 / 1629 / 4226 / 4612 / 4922 / 4923,NA,US,1,1311,13
113972,AT&T WIRELESS SERVICES INC.,CINGULAR WIRELESS LLC,AWE,US00209A1060,2004-02-17,2004-10-26,NA,NA,NA,Completed,Acquisition 100%,Cash,32033300,11.7195,0,100,4899,NA,US,1,4899,48
518322,TXU CORPORATION,TEXAS ENERGY FUTURE HOLDINGS LP,TXU,US8731681081,2007-02-26,2007-10-10,NA,NA,NA,Completed,Institutional buy-out 100%,Cash,32031000,49.29215,0,100,4911 / 4923 / 4924 / 4925 / 4931 / 4932,New York Stock Exchange (NYSE),US,1,4911,49
2007443106,DISCOVER FINANCIAL SERVICES,CAPITAL ONE FINANCIAL CORPORATION,DFS,US2547091080,2024-02-19,2025-05-18,NA,NA,NA,Completed,Acquisition 100%,Shares,31620263.67,125.285217496038,0,100,6019 / 6021 / 6029 / 6099 / 6141,New York Stock Exchange (NYSE) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS,US,1,6019,60
1601016458,AMERICAN INTERNATIONAL GROUP INC.,UNITED STATES GOVERNMENT,AIG,US0268747849,2008-11-10,2008-11-25,NA,NA,NA,Completed,Acquisition unknown stake %,Cash,30980000,NA,NA,NA,4741 / 6311 / 6321 / 6324 / 6331 / 6351 / 6361 / 6399 / 7359,New York Stock Exchange (NYSE) / Wiener Boerse / Bern Stock Exchange / Santiago Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,1,4741,47
1941447255,XILINX INC.,ADVANCED MICRO DEVICES INC.,XLNX,US9839191015,2020-10-27,2022-02-14,NA,NA,NA,Completed,Acquisition 100%,Shares,30855550.43,126.0669631936,0,100,3674,NASDAQ National Market,US,1,3674,36
2007641256,KELLANOVA,ACQUIROR 10VB8 LLC,K,US4878361082,2024-08-14,2025-12-11,NA,NA,NA,Completed,Acquisition 100%,Cash Reserves,30698597.94,71.4020314248,0,100,2043 / 2052 / 2096 / 2099,New York Stock Exchange (NYSE) / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS / NASDAQ OMX PHLX,US,1,2043,20
1941074173,ANDEAVOR,MAHI LLC,ANDV,US03349M1053,2018-04-30,2018-10-01,NA,NA,NA,Completed,Acquisition 100%,Liabilities,30676422.46,131.210641795427,0,100,2911 / 4613,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,2911,29
1601465306,SPRINT NEXTEL CORPORATION,DISH NETWORK CORPORATION,S,US8520611000,NA,NA,2013-06-21,NA,NA,Withdrawn,Acquisition 100%,Shares,30601130.17,5.2890842277,0,100,4813 / 4822 / 4899,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,0,4813,48
1601484051,SPRINT NEXTEL CORPORATION,STARBURST II INC.,S,US8520611000,2013-06-10,2013-07-10,NA,NA,NA,Completed,Acquisition 100% - Bid 2 - Increased bid,Other,30434086.48,5.985066624795,0,100,4813 / 4822 / 4899,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,US,1,4813,48
512745,EQUITY OFFICE PROPERTIES TRUST,VORNADO REALTY TRUST,EOP,US2947411037,2007-02-01,NA,2007-02-07,NA,NA,Withdrawn,Acquisition 100%,Shares,30328596,43.2824,0,100,6512,New York Stock Exchange (NYSE),US,0,6512,65
1941148354,RED HAT INC.,INTERNATIONAL BUSINESS MACHINES CORPORATION,RHT,US7565771026,2018-10-28,2019-07-09,NA,NA,NA,Completed,Acquisition 100%,Cash,30313751.67,169.400377004,0,100,7371 / 7372 / 7373 / 7374 / 8243,New York Stock Exchange (NYSE),US,1,7371,73
1601308973,EL PASO CORPORATION,KINDER MORGAN INC.,EP,US28336L1098,2011-10-16,2012-05-24,NA,NA,NA,Completed,Acquisition 100%,Cash assumed,30171587.6,20.572258806543,0,100,1311 / 4922 / 4923,NASDAQ OMX PHLX,US,1,1311,13
2007392174,ANSYS INC.,SYNOPSYS INC.,ANSS,US03662Q1058,2024-01-15,2025-07-17,NA,NA,NA,Completed,Acquisition 100%,Liabilities,30077697.04,335.314760279813,0,100,7371 / 7372,NASDAQ/NMS (Global Market) / Wiener Boerse / Bolsa Mexicana de Valores / Moscow Exchange MICEX - RTS,US,1,7371,73
514623,EQUITY OFFICE PROPERTIES TRUST,BLACKHAWK PARENT LLC,EOP,US2947411037,2007-02-06,2007-02-09,NA,NA,NA,Completed,Institutional buy-out 100% - bid 2,Cash,29971500,42.65175,0,100,6512,New York Stock Exchange (NYSE),US,1,6512,65
2007740075,HUMANA INC.,"CIGNA GROUP, THE",HUM,US4448591028,NA,NA,2024-11-11,NA,NA,Withdrawn,Acquisition 100%,NA,29938350.68,NA,0,100,5912 / 6321 / 6324 / 8011,New York Stock Exchange (NYSE) / Bern Stock Exchange / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / Borsa Italiana - MTA (Mercato Telematico Azionario) / Bolsa Mexicana de Valores / NASDAQ OMX PHLX,US,0,5912,59
1601157760,T-MOBILE USA INC.,AT&T INC.,VSTR,US9286151033,2011-03-20,NA,2011-12-19,NA,NA,Withdrawn,Acquisition 100%,Shares,29916647.83,NA,0,100,4899 / 5731 / 5961,NA,US,0,4899,48
